userName,score,at,content
Shaly Akbar,1,6/7/2020 5:08,"Game ga imbang. Ane mntan player 2014 , vakum 5 th. Lalu skrng main lgi. Jauh bngt bedanya. Dulu ngandalin strategy dn keberuntungan. Sekarang mengandalkan skill pandang dan kartu . Dulu pendang dan kartu hanyalah alat untuk membantu strategy. Lah, sekarang berbeda. Uninstall. Ga adil amat. 1 kali putaran lngsung kalah cook. Pindh tmpt semaunya, angle card d potong dg mudah, ambil alih lngsung bngun landmark kali 8,16,32. 1 kali putar, Ancur dah gw. UNINSTALL AJA. (Salam player lama)"
Musa Yahya,2,6/6/2020 11:09,"Ga suka sama yang sekarang, gak fair ability tiap kartu sama pendantnya makin ga masuk akal, ability musuh sering banget keluar padahal rate nya kecil, ya emang sekarang keliatan banget kalo pay to win haha, kalo di kasih kritikan sama player free mah ga bakal di fix :)"
Ardy Okthavian,1,5/31/2020 20:47,"Sebagai pemain lama, mencoba untuk instal lagi..eh pas main semua karakter baru skilnya dewa semua.. sdh pasti bikin males main, kalo bisa skil nya dari pemain bukan dari karakter yg harus beli...belajar dong dari game sebelah...kalo terlalu over skill karakternya di turunkan dong... Skill kok sampai 3x lipat... Bikin kecewa aja.."
kaorumochii,2,5/31/2020 16:26,"Entah kenapa skrng getrich makin aneh, dulu maen enak aja,skrng kesannya malah ngejar buat dptin diamond, tolong dong agak dipermudah, kami yg gk bisa top-up kan juga ingin main dengan seimbang, seengaknya juga klu top-up bnyk disesuaikan lah, seperti seengaknya bisa dpt 1 s+ card yg bagus, atau pendant yg bagus, agak kecewa sbnrny :')"
Zahra Rajni Suri Anindya,1,5/31/2020 9:27,"Gamenya gaje, mengandalkan kartu, bukan skill. Belum 2 turn lawan dah langsung menang. Sering update karna rilis kartu baru terus. Tiap kartu baru rilis, pasti selalu menang. Gak fair. Uninstall juga ni game. Perasaan dulu g kek gitu lah. Kangen LGR yg dulu."
22 _Veri Setiawan,4,5/29/2020 15:59,"Hallo selamat malam Devloper Get rich, saya sangat Suka dengan permainan ini. Dan ini permainan sangat menarik dan mengasah otak untuk Dapat mengendalikan pikiran membeli/membangun sebuah Kota, Namun ada Kekurangan dalam game ini. Saya kasih bintang 4, karna di game ini sangat di sayangkan sekali kurang nya fitur Otomatis untuk mengirim clover ke semua teman. Karna fitur itu menurut saya bagus jika di Tambahkan dalam game ini. Mengapa bisa Begitu? Untuk mengefisien waktu dalam mengirim clover"
Andre Cahyo Nugroho,1,5/27/2020 2:30,"Ane player lama, pernah comeback tapi karena sibuk vakum lagi. Penilaian ane pas waktu comback itu aja menurut ane getrich sekarang gak kayak dulu. Kalo dulu itu pas mabar sama temen Gameplay itu seru karena pake strategy dan juga keberuntungan, kalo sekarang lebih ngandelin skill dari pendant dan kartu, kalo dulu pendant dan kartu cuma sebagai pendukung untuk melancarkan strategy. Sulit untuk player lama yang sudah ketinggalan untuk bersaing lagi sekarang"
Irvan Prasetya Surya Nugraha,2,5/23/2020 20:07,Apaan gamenya tambah bobrok. Kontrol dadu udah sangat jelek dan ga bisa digunakan lagi. Event juga susah didapat padahal udah buang diamond banyak. Mau nyari uang gitu ceritanya?? Lagipula juga suka error padahal sinyal bagus. Payah
Kanpaiii !!,1,5/20/2020 14:47,Sebenernya seru game ini dari tahun 2016an tapi makin kesini kartu dan pendant semua terlalu OP.. ke OP (over power) sedangkan pemain baru jadi hanya ampas tidak bisa menikmati sebuah game atau permainan jika mereka bertemu lawan yg mempunyai kartu terbaru dan terbaik.. game ini seakan menyuruh player untuk selalu mendapatkan kartu dan pendant terbaru yg rilis untuk memudahkan permainan supaya menang..
Rizki Hariandi,1,5/13/2020 6:14,"Halo developer mungkin anda sepertinya sedang sakit jadi buat game ga ngotak seperti sekarang ini banyak yg berubah, bukan permainannya tapi cara bermainya, ini lah yg di sebut game pay to win dengan membeli bisa dapet caracter dan pendant di luar nalar 1.baru mulai permainan musuh jalan awal sudah bisa bikin landmark bukan hanya satu tapi 5 bahkan bisa lebih, 2.karna pendant kita bisa ketarik ketempat lawan,ingat inti permainan itu untuk KESENANGAN BUKAN MENCARI KEUNTUNGAN.RIP ""FAIR PLAY"""
Imawan Hadi,1,5/11/2020 23:28,"Game pay to win. Sudah punya kartu bagus, pendant bagus, tapi sering tidak aktif skill kartu sama pendantnya. Ketemu lawan yang kartunya belum maksimal saja bisa kalah gara-gara skill yang sering tidak aktif. Game yang sangat tidak fair play juga, developer juga tidak mendengarkan keluhan para player, kalau bisa saya kasih nilai nol bintang, dengan senang hati saya kasih. Karakter yang overpower juga, bisa lompat sana-sini, saya belum main sama sekali, dia sudah menang completion. Game SAMPAH."
Lightning BoltZ IND,1,5/11/2020 2:05,"Ini mau main monopoli atau mau adu pendant? Character? Sumpah 95% P2W bgt! Gw yg karakternya jelek, pendant masih dari misi, eh malah ketemu ama lawan yang lebih tinggi... Ini sistem random nya gk pernah di fix atau gimana? Mending gw main sama bot/temen aja... Gw player lama, FIX! Beda banget sama yang dulu!!! Dulu Skill to win, blm banyak karakter, pendant, card, dadu, dll. Sekarang Pay to win banget! Tadinya mau nostalgia maen game ini lagi eh malah kecewa... Bye LGR!"
Diyo Yuan,1,5/10/2020 22:09,"Lama gk main bnyak yg berubah, mulai pendant-card. Sekali maen lsg kalah kena card/pendant yg GG, apalagi kalo ada event susah banget dapetinnya gk kayak dulu. Tolong utk developer utk nyeimbangin lawannya, random boleh tpi yg sepadan jgn yg dewa lawannya. Kalo ada event jgn terlalu susah lah dapetinnya biar semua orang bisa ngerasain hasil eventnya, jgn orang yg sdh lama maen/orang yg berduit doang yg di kasih, tpi mikir jg orang yg baru maen bingung mau ngpain klo lawannya gk seimbang. Tengkyu"
Aldo Prima Saleh,3,5/9/2020 22:05,"Game nya bagus, grafik juga bagus namun pendant dan karakter dalam game terlalu OP (Over Power) dimana orang yang memiliki pendant dan karakter tertentu akan selalu mendapat giliran dan auto win dalam putaran awal. Itu sangat merugikan untuk player kelas rendah dan tidak seimbang. Alangkah baiknya terdapat Nerf besar besaran untuk pendant dan karakter tersebut agar game kembali menjadi seimbang tanpa merugikan pihak tertentu dan menambah keseruan dalam permainan. Terima kasih"
sintiya nietha,1,5/5/2020 21:57,Permaianan tidak imbang. Yg bisa top up dpt kartu yg over power. Apa daya saya yg hanya Pngn main untuk hiburan... pendant terlalu mendominasi. Tp pendant saya tidak bisa aktif. Dan kasian untuk pemain baru yg langsung harus ktmu kartu level tinggi. Pdhl saya pemain lama lg Pngn main lg tp udah males aja mau lanjutin main
Alfin Rahman,2,5/5/2020 0:00,"Sekarang kalo mo menang apa2nya harus baru. Kalo ga baru jarang aktif skillnya. Heran bgt. Masa iya rate skill muncul tinggian punyaku, yang punya lawan malah sering bgt muncul. Bahkan kadang ga muncul sama sekali. Beda banget sama dulu. Oh iya, skillnya sekarang jg ga kira2. Ya jelas menang lah, kartu/pendant baru + skill mantap. Heran lama2,-"
Adam Marcos,1,5/3/2020 23:30,"Mau download dan main lagi, tapi nggak jadi karena baca review nya banyakk bintang satu nya. Saya sangat kecewa Kembalikan get rich yang dulu, yg lawan nya seimbang, sekarang pada over power bangett pendant musuh nya, nggak masuk akal Thanks"
Mohammad Taufan Pramono (vg),1,5/3/2020 5:09,Coba di segmentasikan. Yang level tinggi main sama level yang tinggi. Yang level lemah main sama level lemah. Parameternya adalah total point perdant+karakter+dadu. Masak aku baru main udah ketemu ngeri2 itu orang2. Pay to win oke lah. Tapi game rulesnya yang bagus dong.
Dede Kurniasih Lestari,1,5/2/2020 1:44,"Saya kasih bintang satu dulu, saya kecewa tolong diperbaiki lah min. Masa iya sih lawannya ga seimbang, kasian lah yg gapuny card bagus tapi lawannya yg udah ability. Tolong dipilih lagi supaya imbang, sehingga kemungkinan besar untuk menang, apalagi kan poinnya dikurangin,kalo kalah terus mau kayak gimana."
Nana,1,5/1/2020 7:01,Game kurang ajar buat emosi aja.. maen nya jarang menang musuh selalu dapat yg gak.seimbang selalu dapat musuh skill sm pendant yg hebat2 jelas la kalah terus. Nih yg buat game dasar ya.. masak yg hebat2 disandingi sm yg gak hebat. Males banget maen nya
Ander harrela,2,5/1/2020 1:21,"Untuk saya gamenya terlalu sering update kartu baru dan event event yg kurang menarik,kesannya membuat player terlalu boros,saya player lama kembali bermain game ini kok merasa Getrich ini tidak asik lagi. Dikarenakan kita harus memiliki kartu lebih up,karena efek bonus kartu / pendant yg tidak adil menurut saya ya."
Agung Frenzy,1,4/30/2020 11:40,"Kurang mendukung pemain baru. Walaupun sering update secara mingguan, tetap saja promo menarik sangat susah diraih bagi pemain baru. Paling banyak memberikan kartu stock lama yang mana levelnya pasti jauh dibawah dan hal ini, saya rasa, yang membuat banyak pemain yang kurang minat untuk memainkan game ini. Emang cocok bagi yang mau mengeluarkan uang banyak. Tolong perbaiki. Terima kasih."
Pengguna Google,1,4/26/2020 20:00,"nih game makin aneh aja,pendant makin lama makin ga jelas. tiba2 kalah,tiba2 udh di bangunan musuh,tiba kurung. coba yg masuk ke akal ajalah kalau buat pendant. jadi percuma install game ini gara2 game kek gitu.sayang kuota"
Pengguna Google,1,4/26/2020 10:23,"Game paling sialan, berengsek & nipu !!! Jangan di download !!! Server error tiap main & tiba-tiba keluar permainan sendiri !!! Tiap minggu update trus !!! Kalo gk beli gk bakal dikasih menang, apalagi main champion !!! Giliran menang, game tiba2 error !!!! Paraaaaaah gamenya !!!! Pendant selalu gak aktif !!! Giliran musuh aktif terus !!!"
Pengguna Google,1,4/26/2020 2:55,"Teruntuk developer/Admin. Banyak"" kecewa sm event yg sllu dibuat, tai gancok lah. Trllu banyak setingan, trllu dipersulit padahal player lama, biar sy cmn kasih bintang satu... DM ribuan habis cuman dapat sampah semua,,, habis itu event untuk penukaran card & pendant masa dikasih nya itu"" mulu, berulang kali ditukar masih tetap itu aja yg di dapat, kan ngacooo... Terlalu mengecewakan."
Pengguna Google,1,4/25/2020 13:43,"Game rusak, masa gw udah belain event sampai habis ribuan DM ttp gak dapet dan waktu udah ada dm eventnya malah selesai ,terus control dadu kyk tai, mau ngambil 2 malah dapat 10 kan gak masuk akal penempatannya kemana dapatnya apa,lalu terakhir persentasenya di php in mulu sama gm ajg, masa 80% boncos terus sampai akhir game. Pokonya fucek lah ini game, sampah. Unistall aja."
Pengguna Google,1,4/23/2020 11:54,"Game ampas, in lobby game matching lama, sekali teammatch pemain di masukan lama sekali, pas udah main mau ga mau terima musuh yg pasti sulit dikalahkan karna ga ada musuh lain lagi, sistem penyandingan antar pemain masih tidak seimbang, software dadu responsif tapi tetap tergantung jaringan jika lelet sedikit angka ganjil genap meleset 2 angka padahal dadu sudah berhenti pas pada yg diinginkan, tolonglah kalau buat game yg menyenangkan kasian oldplayer yg merasakan ini game seru, skrg ampas"
Pengguna Google,1,4/19/2020 21:23,"Yg saya heran dari nih game, kartu karakternya punya skill yang sangat bertentangan sama permainan monopoli yg seharusnya, masa iya ada skill baru start udah keliling 1xstart , trus kalo dapet kembar bisa keliling satu start lagi dan dapet duit lagi. Ada jg skill kalo dapet dadu kembar 3 kali gk masuk penjara, malah bisa jalan lagi. Unsur rules standard monopoli sudah hilang di aplikasi ini."
Pengguna Google,3,4/19/2020 14:10,"Untuk skill / pendant Dear Developer Netmarble ! Disini kami tidak memerlukan pendant oke game di atur / setting Monopoli berharap keberuntungan ... Dan tidak harus menggunakan skill itu sangat tidak masuk akal dan tidak nyaman untuk dimainkan , Terkadang saya dapat lawan tidak seimbang / card over power jadi di pertimbangkan untuk kesalahan anda !"
Pengguna Google,1,4/18/2020 17:24,"Gimana sih ini get rich, wifi lancar di bilang jaringan unstable, paketan lancar juga dibilang unstable. Lain kali tambahin pengaturan jaringan supaya bisa mengatur jaringan apa aja yg bisa diakses. Sementara bintang satu terus sampe ga error lagi"
Pengguna Google,1,4/16/2020 16:23,"Semakin kesini semakin PAY TO WIN. Gak kaya dulu, masih seru, gameplay masih seimbang. Kalau sekrang main di diamond wah musuhnya udah kaya cheater, kita belum lempar dadu dia bisa pindah² dan menang. Developer nya kurang duit ?"
Pengguna Google,2,4/9/2020 20:12,"Saya beri 2 bintang dlu... Saya pemain lama thn 2013(waktu saya kecil) dlu diwaktu itu smua map bisa dimainkan dan game ini bisa dijalankan di hp kentang sekelas advan s4a(dulu) skrg beda smua map ga bisa dimainkan hanya beberapa saja dan skrg sizenya gede, tolong jgn terlalu bnyk bersandiwara Terima Kasih,"
Pengguna Google,1,4/9/2020 11:47,"kasih bintang 1 aja saya rasa gak pantes game ini.dulu iya 5bintang untuk game ini tapi sekarang berubah 180° ,abis lempar dadu bukannya jalan ke kotak sesuai dengan angka tapi malah milih kota untuk di kunjungi, baru jalan sekali tiba2 udah bikin landmark, udah gitu kadang2 suka ketarik ke kotak musuh dengan gak jelas dulu mainnya pake strategi buat menang sekarang malah mah yang penting punya pendat bagus pasti auto win, mau narik org maen games ini tapi kualitasnya gak ada sama sekali thanks"
Pengguna Google,1,4/7/2020 15:46,"Keterlaluan bener bener pengembang game ini. Dulu main game ini pake strategi, main tak tik seru banget. Sekarang ga sama lagi, main curang ini namanya bos. Masa iya ada card yg abilitynya kalau nglewatin bangunan lawan langsung ilang bangunannya. Jangan keterlaluan dong, tai bener nih game..."
Pengguna Google,1,4/5/2020 1:43,"Dear GM tolonglah kalo bikin hero itu jangan yang terlalu over power, kita yang baru install dan bahkan player yang baru comeback pasti langsung jadi sasaran empuk buat mereka. Tolonglah stabilkan kembali draft yang ada saat ini, kembalikan seperti awal-awal dulu yang sangat balance."
Pengguna Google,1,4/2/2020 3:21,"Game gak jelas!!!!! Bales woi!!!, masa kartu wedding pro sutan buat bangunan langsung buat lendmark terus setiap kali melintas ngancurin bangunan orang,game apa ini?!??!!!,ya enak punya kartunya kalo nggak ya kalah terus!,kadang memang gini asal menciptakan tapi gk tau klo kegunaannya terlalu op,gk disarankan game ini kalo terus begini!!"
Pengguna Google,1,3/30/2020 13:59,"Gamenya seru. Namun saya tidak suka dengan update setiap minggu, entah itu pendant atau karakter, beri jangka waktu yang cukup lama, contohnya : 5 minggu update karakter dan pendant sekaligus. Itu akan membuat saya lega, karena tidak harus menggunakan kuota untuk update setiap minggu Salam hangat, Mantan Playermu 😊"
Pengguna Google,1,3/29/2020 3:57,Sama sekali gak ada keseruan untuk yang sekarang dulu tahun 2014-2017 masih seru . Saat bermain juga menantang . Bahkan bisa sampe abis waktu . Sekarang pendant dan karakter sulit di fahami .apalagi pertama bikin akun langsung di kasih card S+ dan pendant S+ dapet lawan match gak imbang . Jujur untuk LGR sekarang gak indah gak seru kaya dulu . Buat old player yang mau nyoba maen lagi mending gak usah !
Pengguna Google,1,3/28/2020 15:01,Entah kenapa setelah update sering putus koneksinya apadahal jaringan 4g full kuota jg masih banyak. Main game selain ini jg okok aja. Tp entah setelah update malah kyak gini game nya. Bngst!
Pengguna Google,1,3/26/2020 7:33,"Saya sangat2 kecewa dgn gameplay yg tdk balance. Menang tp tdk menyenangkan, itu yg saya rasakan. Akun saya sdh berada di level yg terbilang lumayan, tp knp saya harus bermain dgn mereka2 yg levelnya jauh sekali di bawah saya. Ini bukan tentang kasihan dgn mereka, hanya saja gameplay menjadi benar2 membosankan. Tolong hal ini diperhatikan & diperbaiki !!! Ketika level tinggi, tolong jgn disatukan dlm gameplay level2 yg rendah. Saya sdh 3 tahun bermain game ini, dan semakin kesini semakin parah."
Pengguna Google,1,3/26/2020 7:09,"Tolong dong setiap ada event, bagi yang lev udah 60 keatas dipermudahkan untuk mendapatkannya, masak sampe habis 3000 diamond susah banget mau dapat event kartu atau pendat, kalau kayak gini, saya jugak gak bisa kasih bintang 5, kurang memuskan"
Pengguna Google,1,3/23/2020 13:19,"Game ini sudah kehilangan keseruannya, tidak ada lagi pakai strategi kalau mau menang. Cukup pakai karakter dan pendant yang di beli pakai uang beneran. Gak kaya jaman dulu 2015 masih seru harus menang pakai strategi. Banyak karakter yang punya skill tidak masuk akal, sampai sampai kita hanya menonton orang main. Kalau begitu mending main monopoli 10 ribuan aja lebih ada kemungkinan untuk menang. Thanks semoga di perbaiki."
Pengguna Google,1,3/22/2020 16:46,"Untuk GM , tolong untuk skill kartu2 yang bisa nyolong landmark dan skill memberhentikan pemain secara trus menerus itu di ganti atau d hapuskan .. karna konsep awal yang namanya landmark itu tidak bisa di ambil bukan? Jadi kenapa ngerilis card yang bisa nyolong landmark dan pendant2 yang banyak sekali ga masuk akal yg aktifnya dapat berkali-kali .. satu lagi .. permudah event2 yang ada .. jangan membuat Game Ini menjadi pay to win Please !! .. Thanks"
Pengguna Google,5,3/20/2020 12:36,"Permainannya bagus dan menyenangkan. Kalo ada yang bilang lawannya gak seimbang dan langsung kalah, menurutku itu gak benar. Emang terkadang waktu awal main tu lawannya lebih kuat, tapi kalo ngotrol dadunya jago ya nanti bisa menang kok. Keluhanku cuma waktu aku ganti nomor line punyaku, akun line gets rich yang dulu jadi hilang dan harus buat akun baru. Padahal akunku yang dulu udah dapet banyak kartu bagus dan udah menang berkali-kali :'))"
Pengguna Google,1,3/16/2020 18:22,"Dulu main zamannya card tertinggi mariano S, mentok 25, belom ada S+, dan skrg download lagi, tapi malah nyesel, selain banyak card, pendant, dan map baru yg aneh, ditambah event dan kontrol dadu makin parah, saya putuskan untuk uninstall lagi, makin berantakan"
Pengguna Google,1,3/9/2020 10:37,"Untuk developer yang terhormat, saya bermain game ini lagi untuk nostalgia, tapi banyak hal yang buat saya kecewa yaitu pembuatan chara yang terlalu OP menurut saya, yang saya liat dari game yang bernuansa ""monopoli"" Ini, fungsi dadu itu jadi ngga ada, masa dapet 8 tapi bisa maju cuma 3, dan juga sistem pay to win yang buat saya kecewa juga, event jadi dipersulit dan masih banyak lagi, jadi maaf bintang 5 yang dulu saya kurangi jadi 1"
Pengguna Google,4,3/2/2020 18:51,"Gamenya rame, seru. Dengan pendant yang dapat menambah kuat card karakter. Cuman heran aja terkadang stat pendant kita sama dengan pendant lawan, tapi terkadang lebih sering aktif pendant lawan ketimbang pendant sendiri 😂"
Pengguna Google,1,3/2/2020 14:57,"Lah blokir aja dah ni game nya, sekarang udah gak nyambung lagi gak kayak jaman nya dlu 2008 aku mulai awal game ini rilis sudah pernah memainkan nya mulai jaman card S yura... Ini sekarang pandent sama cardnya udah gak nyambung di tambah lagi fitur yg sekarang rada rese liatnya!!! Event pun juga sangat susah... Buang"" waktu main kek ginian!!! Sudah tak seperti yg kita inginnya Unistall aja dah atau bila bisa ini game nya di hilangkan aja sama sekali di playstore👿"
Pengguna Google,1,2/25/2020 14:09,"Game yang gua sayangi dari masa pertama kali gua pengen punya android cuma pengen main lgr ,,, game ini sekarang jadi sampah karena character dengan efek ajaib tidak masuk akal dan pendant yang diluar jangkauan serta dadu ga terlalu fungsi karena bisa pindah2 sesuka hati masa iya baru turn 1 langsung kalah padahal belum lempar dadu ,,, plis lah kembalikan lgr yang dulu 🙏🙏🙏"
Pengguna Google,1,2/2/2020 14:34,Ini game apasih?!!masa saya melempar dadu diantara angka 10 malah dapat 2 yang menandakan landmark musuh paling mahal.Dan skill yang 70% malah tidak aktif.biar apa? Biar cepet selesai? Gak gini juga lah. Game harus diselesaikan dengan adil!!!!
Pengguna Google,2,1/27/2020 11:42,"Sekarang karakter sama pandent, ngeri-ngeri.. Contoh dalam 1 pandent/karakter aja fungsi ny 3, beda sama zaman dulu. lebih asik. kasian buat pemula, belum apa-apa udah kalah terus ketemu musuh yg udah komplit isi ny. tolong di pertimbangkan lagi.. buat yg main di 2M"
Pengguna Google,2,1/27/2020 6:10,"Tolong dong, masa utamain event terus, update tiap minggu event, kapan bug nya di perbaiki??.. lama lama yang main game get rich jadi ga nyaman karena kebanyakan bug, tolong bug nya di perbaiki, setiap bulan juga gapapa asal di perbaiki.."
Pengguna Google,1,1/23/2020 16:52,"Game sialan...jaman main modoo marble,perjuangn bikin landmak itu sulit.. Sekaran getrik parah banget. Bangun landmak bisa 2-2-2. Menurut saya gak ada tantangan nya.terlalu gampang...masa maen geme kaya gini baru 1putran aja udah bisa menang/kalah...jadi d mana adrenalin main nya kalau kaya gini...tiap minggu bikin pendant-card..sumpah saya jadi tambah jenuh maen nya..meningan ganti game lain aj..apalagi kalau main sama orang tailan..parah pendan jarang aktif kaya taiii..saya hapus nih game nya"
Pengguna Google,3,1/22/2020 2:36,"Bagus cuma kalo buat event card / pendant itu yg bener kasihan user yg gak mampu untuk beli gak bisa main karna card lawan nya itu bagus bagus, cobalah jadi pengembang yg adil jangan berpihak pada orang yg mampu. Indonesia ini luas dan user nya pun banyak juga beranekaragam golongan nya. Gak semua user itu kaya"
Pengguna Google,1,1/18/2020 18:55,"Game sampah, main dari smp dan skarang kerja coba main lagi, skill & ability makin gak masuk akal, cuma karakter + pendant kuat yg menang, dan mati""an ikut event cuma dapet sampah, yg gak dapet"" karakter + pendant kuat cuma dihabisin terus, gara"" lawan dapet yg gak seimbang, karakternya tuh kasih grade lagi atau apa, biar yg random match dapet lawan yg seimbang, emosi gua habisin ribuan diamond jutaan gold gak pernah selesai event, dipermainin game gua bgsd"
Pengguna Google,1,1/18/2020 9:28,"Game tidak logika.. Tidak bisa menghitung persentase pendant.. Pendant 33% lebih sering muncul di bandingkan pendant yg persentasenya lebih besar, Sudah banyak yg mengalami hal yg sama.. Auto UNINSTALL"
Pengguna Google,1,1/15/2020 19:40,"Sangat tidak bagus buat jantung anda karena menguras emosi. Saya player lama ingin main lagi tapi kartu""baru dan pendant baru sangat over power. Itu mengurangi minat saya memainkan kembali let's get rich."
Pengguna Google,1,1/15/2020 10:47,Server ikut main ga fair . ga jelas kadang kadang lagi enak main tiba2 hilang conect .. Kurang kreatif ga profesional permainan nya kaya udah di atur. Update nya si bagus banyak perubahan tapi alat Server nya kurang canggih ga bisa fair play.
Pengguna Google,3,1/14/2020 12:30,"Saya download lg dan pas dimain, waktu loading mau mulai eh tiba2 keluar, dicoba keluar terus entah kenapa pas mau maini. Gt lngsng keluar sendiri padahal sinyal bagus penyimpanan besar ngk ada masalh kok jd gini? Maaf bintang tiga"
Pengguna Google,1,1/14/2020 9:43,"Saya padahal pemain lama dari 2015-2017 berhenti aja pas 2017 . padahal mau bernostalgia maen LGT kok udah maen gamenya malah dah kyk tai gak kyk dlu lagi. Untuk pengembang LGT tolong ya walaupun mau nyari duit ya gitu juga buat chara"" card baru sampe kyk tai gitu skill""nya baru satu turn aja udah bisa buat landmark 5 apa gak gila. Kita mau game buat hiburan, bukan banyak""kan duit lh.tolong diperbaiki kembali"
Pengguna Google,1,1/13/2020 17:30,"saya kasih bintang 1 kenapa? karna event sekarang di persulit dan tidak kira kira, event card and pendant 90% minim habis 4k dm keatas, waw terus juga kadang pas lagi play game suka eror dan dc haduhhhh bikin ga nyaman maen game ini dc dc an terus, gaasik, nanti akan saya kasih bintang 5 jika game nya sudah kembali normal dan event nya tidak di persulit Thanks GM:)"
Pengguna Google,1,1/9/2020 9:53,"control dadu di game ini udah di setting, jadi kalo waktunya kalah mau roll dadu berapapun angka yg keluar pasti pas ke landmark lawan ""walaupun blok di kedua sisi belum ada bangunan"". sebenernya LGR itu GG ""Game Gila"", game yg mendukung penindasan antara player dengan equip bagus vs equip kentang (ampas). jadi yg bagus makin di untungkan, yg ampas makin ampas 🖕"
Pengguna Google,3,1/5/2020 2:40,"Maaf bintang 3,, karena menurut ku game ni ada yg enak ada gk enak. Yg enak: awal2 dapat character dan pendant s+, yg gk enak: kalo jaringan error gk bisa main lagi dan kalau update lama bet itu juga blm map nya kalau dulu lama2 kan udh sama map nya sekarang kgk. Tolong yah di perbaharui karena banyak komentar yg negatif(-), dan kotor gara2 ketidakpuasan pemain,, TOLONG DIPERBAIKI Agar pemain dapat senang main dan gk ada banyak komentar negatif"
Pengguna Google,1,1/2/2020 10:21,"Kalo mau ini game maju, itu masalah bug dibenerin, pas main diamond league tiba2 reconnect dan malah kembali ke halaman dasar, tapi diamond tetap berkurang, yang benar aja. Itu malah ngerugiin player tau ngga. Udah berapa kali update ini masalah ga pernah dibenerin. Semua keluh kesah player itu didengerin, jangan asik jualan terus."
Pengguna Google,3,1/1/2020 23:05,"maaf bintang 3, game nya sebenernya bagus, banget. tapi ntah kenapa setelah baru2 ini instal lagi setelah beberapa bulan gak main ternyata kalo lost connection beberapa detik aja udah gak bisa lanjut game (jadi autoplay)."
Pengguna Google,3,12/31/2019 15:41,Untuk grafik sama GamePlay nya udah bagus. Tapi soal control dadu sama pendant nya masih tidak aktif aktif aktif itu aja mempunyai rating tinggi. Sedangkan yg mempunyai pendant rating kecil sering keluar. Thx ^_^
Pengguna Google,2,12/28/2019 6:56,"Makin kesini Makin Aneh, Gimana sih, masa cuman terputus koneksi sebentar masuk lagi eh malah kga bisa lanjut lagi mainnya???? Tolong diperbaiki seperti semula!?!?!?!! Tolong dong disini Jaringan Kurang bagus Kadang suka Terputus sendiri jaringannya,"
Pengguna Google,1,12/20/2019 23:41,Woi .gimana sih setelah update kok jadi makin parah.. biasa nya kalau main sinyal ilang masih bisa main sampe nunggu sinyal nya normal lagi.. ini kok malah keluar dari pertandingan dan ngk bisa masuk lagi sih ! sering bgt keq gini setelah update
Pengguna Google,1,12/19/2019 15:35,"apa ne versi 3.0.2 di update gak bisa,,admin tolong karakter yg baru jangan terlallu berlebihan skil karakter nya,,lebih asik dengan 5 tahun lalu waktu masih zeus ,,gak terlalu bnyak skil nya,,jadi mau menang itu susah itu yg serasa main"
Pengguna Google,1,12/19/2019 8:55,Tolong di kondisikan kalo event jangan di susahin. Gimana mau rame gamenya di Indonesia. Susah banget dapetin eventnya. Iya si ga pelit diamond tapi sama aja dong kalo event selalu sulit untuk dapetnya. Padahal baru instal lagi tapi gara gara susah dapetnya jadi di uninstall lagi.
Pengguna Google,1,12/12/2019 13:53,Ternyata selama gua pensi dalam 2 tahun lebih ternyata masih sama aja event selalu di susahkan ntah itu pendant atau kartu semua nya di susahkan terutama ketika memasuki permainan pendant yang di bawa suka tidak aktif padahal persentase nya lebih dari 50% gimana mau player balik lagi kalo system nya masih belum dirubah sama sekali saya sebagai pemain free to play sangat kecewa dan suka kesal ketika bertemu player sultan yang memilik kartu dan pendant yang bagus (maunya apa sih lu gm )>:(
Pengguna Google,1,12/2/2019 7:45,"kaga bisa di mainin ini tolong penjelasannya, jaringan gw ok, tapi koq bilangnya jaringan gw error, untuk buka game"" lain bisa"" jah, koq buka game ini selalu error, udah 3 hari nih min. di relog udah, uninstal trus gw download ulang juga udah, harus gimana lagi nih min gw??"
Pengguna Google,1,11/28/2019 6:31,"Lama gk main , install lagi liat prkembangan , malah sakit hati. Kartu baru pendant baru ability nya makin tidak masuk akal , yang punya kartu & pendant lama ga akan bisa menang. Ampas developer ! ."
Pengguna Google,1,11/27/2019 11:16,"Gamenya sih seru cuma tolong kalau buat skill hero jangan sampe langgar aturan main di getrich sendiri di tutorial landmark g bsa di rebut. Tau"" ad hero yang bisa rebut landmark orang. Gua rasa itu engga fair sama sekali dan curang banget. Aturan kalian yang buat tapi kalian juga buat hero yang bisa langgar aturan mutlak."
Pengguna Google,1,11/26/2019 16:18,"Anj*nggg kalo buat kartu baru yang masuk akal dikit lah jangan terlalu op, skill aktif mulu padahal persentase rendah, dikit"" pindah line loncat"" gajelas, gua sebagai player lama sangat menyayangkan, padahal dulu seru mainin nih game, tapi sekarang kek taik, apalagi kalo ketemu top 10 card, auto lose !! Server juga sering erorr, jadii gm please tolong lah dibenahi agar peminatnya banyak lagi"
Pengguna Google,1,11/20/2019 10:56,"Apaansi baru download pas loading lama bgt udah gitu ga gerak gerak loadingnya, alasannya jaringan wifi padahl dah jelas bgt jaringanganya stabil dan full. Sampe pindah tempat duduk deket tempat wifinya juga alasannya sama aja bermasalah di wifi, gajelas banget si"
